company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Idg Global Solutions,idg.com,https://www.linkedin.com/company/idg-global-solutions,Staines,United Kingdom,23,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Adsupply, Inc",adsupply.com,https://www.linkedin.com/company/adsupply,Culver City,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Tyler Media,tylermedia.com,https://www.linkedin.com/company/tyler-media,Oklahoma City,United States,145,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Dorn Color,dorncolor.com,https://www.linkedin.com/company/dorncolor,Cleveland,United States,71,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
X-Fctr,x-fctr.com,https://www.linkedin.com/company/xfctr,Minneapolis,United States,40,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Phil & Co,philandcompany.com,https://www.linkedin.com/company/phil-&-co-,New York,United States,29,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"C&c Market Research, Inc",ccmarketresearch.com,https://www.linkedin.com/company/cc-market-research-inc,Fort Smith,United States,279,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Dynamic Bdc,dynamicbdc.com,https://www.linkedin.com/company/dynamic-bdc,Troy,United States,185,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Fuoco,growwithfuoco.com,https://www.linkedin.com/company/growwithfuoco,Nashville,United States,90,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Fromental,fromental.co.uk,https://www.linkedin.com/company/fromental,London,United Kingdom,39,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Blue Media Marketing, Inc",gobluemedia.com,https://www.linkedin.com/company/blue-media-san-diego,San Diego,United States,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Signa Marketing,signamarketing.com,https://www.linkedin.com/company/signa-marketing-solutions,Phoenix,United States,11,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Streets Consulting,streetsconsulting.com,https://www.linkedin.com/company/streets-consulting,London,United Kingdom,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Cm Contract Srl,cmcontract.net,https://www.linkedin.com/company/cm-contract-srl,Mariano Comense,Italy,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Best Case Leads,bestcaseleads.com,https://www.linkedin.com/company/best-case-leads,Houston,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Central Mailing Services,centralmailing.co.uk,https://www.linkedin.com/company/central-mailing-services,Birmingham,United Kingdom,62,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
James Glancy Design Ltd,jamesglancydesign.com,https://www.linkedin.com/company/james-glancy-design-ltd,London,United Kingdom,60,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Hoop,hoopcommunication.it,https://www.linkedin.com/company/hoop-communication,Faenza,Italy,45,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Paradigm Marketing And Creative,2dimes.com,https://www.linkedin.com/company/paradigm-marketing-and-creative,Memphis,United States,17,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
eVN,evnusa.com,https://www.linkedin.com/company/evnusa,Troy,United States,24,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Graphic Design,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Audseo,audseo.com,https://www.linkedin.com/company/audseo,Sumterville,United States,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Idea Booth,idea-booth.com,https://www.linkedin.com/company/ideabooth,Chicago,United States,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Europhone,europhone.fr,https://www.linkedin.com/company/europhone,,France,114,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Apex Advertising, Inc",apexadv.com,https://www.linkedin.com/company/apex-advertising-inc.,Lancaster,United States,72,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
GH srl,growthackers.io,https://www.linkedin.com/company/ghdigitaldopingforyourbusiness,Cesena,Italy,37,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Brandhive,brandhive.com,https://www.linkedin.com/company/brandhive,Salt Lake City,United States,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Epamedia - Europäische Plakat- Und Außenmedien Gmbh,epamedia.at,https://www.linkedin.com/company/epamedia,Wien,Austria,59,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Top Hat,builtbytophat.com,https://www.linkedin.com/company/top-hat-imc,Pittsburgh,United States,39,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Prospect Connect,prospectconnect.co.uk,https://www.linkedin.com/company/prospectconnectltd,Crewe Cheshire,United Kingdom,30,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
upart Werbung und Kommunikation GmbH,upart.at,https://www.linkedin.com/company/upart-werbeagentur,Linz Donau,Austria,20,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
CTI Meeting Technology,ctimeetingtech.com,https://www.linkedin.com/company/cti-meeting-technology,Chicago,United States,59,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Spry, Inc",sprybrands.com,https://www.linkedin.com/company/sprybrands,Anderson,United States,44,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Interview Valet,interviewvalet.com,https://www.linkedin.com/company/interview-valet,Kalamazoo,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Black Raven Afc,blackraven.digital,https://www.linkedin.com/company/black-raven-afc,Chesterfield,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Taylor Design,taylordesign.com,https://www.linkedin.com/company/taylordesign,Stamford,United States,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Graphic Design,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Bulldog Media Group,bulldogmediagroup.com,https://www.linkedin.com/company/bulldogmediagroup,Madison,United States,40,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
The Wild Honey Pie,thewildhoneypie.com,https://www.linkedin.com/company/the-wild-honey-pie,Saugerties,United States,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Today\'s Graphics, Inc",tginc.com,https://www.linkedin.com/company/todaysgraphicsinc,Philadelphia,United States,37,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Cork Tree Creative, Inc",corktreecreative.com,https://www.linkedin.com/company/cork-tree-creative,Edwardsville,United States,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Mpl Interiors,mplinteriors.com,https://www.linkedin.com/company/mpl-interiors,Weybridge,United Kingdom,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Forever Media,forevermediainc.com,https://www.linkedin.com/company/delmarva-broadcasting,Bridgeville,United States,153,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Commcentric Solutions,commcentric.com,https://www.linkedin.com/company/commcentric-solutions,Tampa,United States,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Maxburst, Inc",maxburst.com,https://www.linkedin.com/company/maxburst-inc.,Farmingdale,United States,24,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Ideation Creative Brand Management,weareideation.com,https://www.linkedin.com/company/ideation-creative-brand-management,Lake Oswego,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Sitrick And Company,sitrick.com,https://www.linkedin.com/company/sitrickandcompany,Los Angeles,United States,38,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Insights Marketing,insights-mpc.com,https://www.linkedin.com/company/insights-marketing,Atlanta,United States,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Innovation Support As,innovationsupport.no,https://www.linkedin.com/company/innovation-support-as,Oslo,Norway,58,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
A&a Group,aa-grp.com,https://www.linkedin.com/company/a&a-group,New York,United States,58,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Scone Palace,scone-palace.co.uk,https://www.linkedin.com/company/scone-palace,Perth,United Kingdom,39,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Creative Dimensions,gowithcd.com,https://www.linkedin.com/company/creative-dimensions,Cheshire,United States,58,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Equity Creative,equity-creative.com,https://www.linkedin.com/company/equity-creative,Kenosha,United States,29,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Tfi Lodestar,tfilodestar.com,https://www.linkedin.com/company/tfilodestar,London,United Kingdom,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Map360 Collective,map360co.com,https://www.linkedin.com/company/map360co,New York,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
The Caliber Group,calibergroup.com,https://www.linkedin.com/company/the-caliber-group,Tucson,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Caylor Solutions,caylor-solutions.com,https://www.linkedin.com/company/caylor-solutions-inc,Fishers,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Amy Storm & Company,amystormandco.com,https://www.linkedin.com/company/amystormandco,Glen Ellyn,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Aes Northeast,aesnortheast.com,https://www.linkedin.com/company/aes-northeast,Plattsburgh,United States,33,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Infab,infab.nu,https://www.linkedin.com/company/infab,Helsingborg,Sweden,29,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
RunSwitch PR,runswitchpr.com,https://www.linkedin.com/company/runswitch-public-relations,Louisville,United States,26,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Ellis Events Gmbh,ellis-events.com,https://www.linkedin.com/company/ellis-events-gmbh,Balingen,Germany,26,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Flirt Communications, Llc",flirtcommunications.com,https://www.linkedin.com/company/flirtcommunications,Chicago,United States,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Bandujo Advertising Design,bandujo.com,https://www.linkedin.com/company/bandujo-advertising-design,New York,United States,14,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
New Harbor Group,nharbor.com,https://www.linkedin.com/company/new-harbor-group,Providence,United States,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Monokoto,monoko.to,https://www.linkedin.com/company/monokoto,London,United Kingdom,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Novak Birch,novakbirch.com,https://www.linkedin.com/company/novak-birch-inc.,Baltimore,United States,28,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Southern View Media,southernviewmedia.com,https://www.linkedin.com/company/southern-view-media,Mobile,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Look,look-agency.com,https://www.linkedin.com/company/look,San Carlos,United States,194,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Shiloh Event Management, Inc",shiloh-events.com,https://www.linkedin.com/company/shiloh-event-creations,Santa Clara,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
The Bma Media Group,bmamedia.com,https://www.linkedin.com/company/the-bma-media-group,Willoughby,United States,23,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Linkconnector,linkconnector.com,https://www.linkedin.com/company/linkconnector,Cary,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-3 batch (companies not scanned in rounds 1-2); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
